'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for HUNTERS HILL Victoria for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
HUNTERS HILL,01/01/2025,6.3,0.0, ,28.0,14.3,76,25,1.70,31.72
HUNTERS HILL,02/01/2025,5.8,0.0, ,27.6,11.2,78,27,1.21,31.34
HUNTERS HILL,03/01/2025,5.3,0.0, ,28.4,12.7,81,36,0.82,28.35
HUNTERS HILL,04/01/2025,6.2,0.0, ,31.5,17.8,70,18,1.84,26.03
HUNTERS HILL,05/01/2025, ,0.0, , ,19.2,100,22,1.83,24.48
HUNTERS HILL,06/01/2025, ,0.0, , ,17.9,98,51,1.48,8.91
HUNTERS HILL,07/01/2025,4.7,9.6, ,23.7,11.1,98,51,1.41,26.89
HUNTERS HILL,08/01/2025, ,0.0, , ,9.9,100,18,0.82,31.54
HUNTERS HILL,09/01/2025, , , ,25.8, ,68,34,0.51,24.71
HUNTERS HILL,10/01/2025,4.4,0.0, ,27.2,16.0,73,30,0.60,22.33
HUNTERS HILL,11/01/2025,4.7,0.0, ,27.9,13.9,92,39,0.93,24.31
HUNTERS HILL,12/01/2025,5.3,3.0, ,28.4,13.7,95,40,1.43,26.57
HUNTERS HILL,13/01/2025,5.4,1.2, ,29.4,14.9,73,33,1.03,27.53
HUNTERS HILL,14/01/2025,5.7,0.0, ,31.0,16.7,82,28,0.96,28.21
HUNTERS HILL,15/01/2025,4.1,0.0, ,31.5,18.1,97,42,1.47,16.21
HUNTERS HILL,16/01/2025, ,6.6, , ,8.7,87,39,1.91,30.90
HUNTERS HILL,17/01/2025, ,0.0, , , , , , ,30.81
HUNTERS HILL,18/01/2025, , , ,26.6,9.7, , , ,30.71
HUNTERS HILL,19/01/2025,5.6,0.0, ,29.5,12.6,81,20,0.89,30.36
HUNTERS HILL,20/01/2025,5.5,0.0, ,29.3,14.8,68,30,1.18,28.00
HUNTERS HILL,21/01/2025,5.9,0.0, ,31.9,18.6,41,24,1.04,28.85
HUNTERS HILL,22/01/2025, ,0.0, , ,21.7,66,34,1.47,22.11
HUNTERS HILL,23/01/2025, , , , , ,100,43,1.70,21.70
HUNTERS HILL,24/01/2025, ,23.0, , , ,100,47,1.12,29.88
HUNTERS HILL,25/01/2025, ,0.0, ,26.4, ,70,36,1.07,25.59
HUNTERS HILL,26/01/2025,5.6,0.0, ,29.4,15.0,78,28,1.12,29.21
HUNTERS HILL,27/01/2025,6.3,0.0, ,32.3,17.7,79,29,1.73,29.12
HUNTERS HILL,28/01/2025,6.4,0.0, ,31.7,20.1,69,17,2.28,25.77
HUNTERS HILL,29/01/2025, ,0.0, , ,12.4,100,32,1.09,27.96
HUNTERS HILL,30/01/2025, ,0.0, , , ,100,22,1.05,28.30
HUNTERS HILL,31/01/2025, ,0.0, ,30.3, ,100,24,0.99,27.87
Totals:,,93.2,43.4, ,,,,,, 
