'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for PUCKAPUNYAL LYON HILL (DEFENCE) Victoria for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
PUCKAPUNYAL LYON HILL (DEFENCE),01/01/2025,7.7,0.0, ,27.4,13.7,88,25,6.10,31.83
PUCKAPUNYAL LYON HILL (DEFENCE),02/01/2025,7.6,0.0, ,25.0,12.1,77,27,7.35,31.71
PUCKAPUNYAL LYON HILL (DEFENCE),03/01/2025,8.6,0.0, ,32.9,11.0,77,20,4.42,31.63
PUCKAPUNYAL LYON HILL (DEFENCE),04/01/2025,9.0,0.0, ,37.7,15.5,73,7,3.59,27.67
PUCKAPUNYAL LYON HILL (DEFENCE),05/01/2025,9.7,0.0, ,39.2,20.4,36,9,4.70,17.08
PUCKAPUNYAL LYON HILL (DEFENCE),06/01/2025,3.6,1.6, ,19.0,18.3,95,32,5.60,9.32
PUCKAPUNYAL LYON HILL (DEFENCE),07/01/2025,7.7,5.6, ,29.3,11.6,78,28,4.97,31.53
PUCKAPUNYAL LYON HILL (DEFENCE),08/01/2025,6.8,0.0, ,30.8,13.7,81,22,2.41,31.09
PUCKAPUNYAL LYON HILL (DEFENCE),09/01/2025,6.1,0.0, ,30.1,18.1,59,20,3.25,17.53
PUCKAPUNYAL LYON HILL (DEFENCE),10/01/2025,7.0,0.0, ,32.8,20.0,58,27,3.55,21.80
PUCKAPUNYAL LYON HILL (DEFENCE),11/01/2025,7.3,0.0, ,34.7,19.5,67,19,2.75,26.57
PUCKAPUNYAL LYON HILL (DEFENCE),12/01/2025,5.5,0.0, ,29.8,19.3,81,42,3.80,18.98
PUCKAPUNYAL LYON HILL (DEFENCE),13/01/2025,7.9,0.0, ,34.6,17.6,90,22,4.06,27.20
PUCKAPUNYAL LYON HILL (DEFENCE),14/01/2025,8.7,0.0, ,34.9,16.2,88,18,4.31,30.81
PUCKAPUNYAL LYON HILL (DEFENCE),15/01/2025,5.2,0.0, ,29.0,19.1,70,45,5.31,12.03
PUCKAPUNYAL LYON HILL (DEFENCE),16/01/2025,6.4,0.0, ,23.4,10.8,73,30,5.78,27.69
PUCKAPUNYAL LYON HILL (DEFENCE),17/01/2025,7.2,0.0, ,27.4,13.6,87,28,5.72,29.60
PUCKAPUNYAL LYON HILL (DEFENCE),18/01/2025, ,0.0, ,32.9,13.3, , , ,30.37
PUCKAPUNYAL LYON HILL (DEFENCE),19/01/2025,7.7,0.0, ,34.9,17.6,66,18,2.93,28.57
PUCKAPUNYAL LYON HILL (DEFENCE),20/01/2025,5.7,0.0, ,32.5,17.6,60,23,2.43,18.91
PUCKAPUNYAL LYON HILL (DEFENCE),21/01/2025,11.1,0.0, ,40.1,21.3,77,10,5.66,28.22
PUCKAPUNYAL LYON HILL (DEFENCE),22/01/2025,7.2,0.0, ,25.6,16.9,76,36,8.90,25.47
PUCKAPUNYAL LYON HILL (DEFENCE),23/01/2025, , , ,24.6, ,81,39,5.55,14.08
PUCKAPUNYAL LYON HILL (DEFENCE),24/01/2025,6.8,0.0, ,25.0,12.6,79,30,6.02,29.27
PUCKAPUNYAL LYON HILL (DEFENCE),25/01/2025,7.1,0.0, ,31.1,13.4,85,24,3.95,26.66
PUCKAPUNYAL LYON HILL (DEFENCE),26/01/2025,7.7,0.0, ,31.2,15.1,82,25,4.79,28.81
PUCKAPUNYAL LYON HILL (DEFENCE),27/01/2025,10.1,0.0, ,40.3,16.8,76,14,4.79,26.50
PUCKAPUNYAL LYON HILL (DEFENCE),28/01/2025,7.2,0.0, ,25.7,16.0,84,30,7.57,28.90
PUCKAPUNYAL LYON HILL (DEFENCE),29/01/2025,7.6,0.0, ,25.7,12.5,67,26,7.19,28.83
PUCKAPUNYAL LYON HILL (DEFENCE),30/01/2025,7.4,0.0, ,25.8,12.8,68,29,7.08,28.51
PUCKAPUNYAL LYON HILL (DEFENCE),31/01/2025,8.4,0.0, ,30.4,13.6,74,25,6.50,28.52
Totals:,,216,7.2, ,,,,,, 
