'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT BULLER Victoria for September 2024,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 October 2024,,,,,,,,,,
© Copyright Commonwealth of Australia 2024 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT BULLER,01/09/2024,0.3,7.6, ,4.2,0.3,100,98,16.94,5.19
MOUNT BULLER,02/09/2024,0.5,8.0, ,-2.1,-3.9,100,82,11.77,5.20
MOUNT BULLER,03/09/2024,1.2,0.0, ,5.0,-4.1,100,81,5.13,16.50
MOUNT BULLER,04/09/2024,2.3,4.0, ,8.2,-2.2,99,44,9.99,16.77
MOUNT BULLER,05/09/2024,2.3,2.2, ,10.3,2.3,100,46,13.62,4.49
MOUNT BULLER,06/09/2024,1.9,4.2, ,11.4,3.4,100,60,12.50,5.33
MOUNT BULLER,07/09/2024,1.9,18.4, ,5.7,-0.5,100,49,5.02,17.46
MOUNT BULLER,08/09/2024,0.5,0.2, ,2.7,-0.5,100,99,7.32,8.45
MOUNT BULLER,09/09/2024,0.6,9.8, ,6.9,-0.6,100,100,6.28,7.96
MOUNT BULLER,10/09/2024,2.8,0.2, ,9.8,-0.6,100,20,4.56,18.05
MOUNT BULLER,11/09/2024,2.3,0.0, ,8.6,2.3,100,34,5.19,14.33
MOUNT BULLER,12/09/2024,1.9,15.4, ,5.2,-1.9,100,50,7.10,18.37
MOUNT BULLER,13/09/2024,2.1,0.0, ,7.0,-1.5,100,43,4.72,16.60
MOUNT BULLER,14/09/2024,1.0,0.8, ,-0.1,-1.2,100,66,8.30,8.82
MOUNT BULLER,15/09/2024,1.7,3.4, ,0.4,-6.8,99,40,10.18,18.98
MOUNT BULLER,16/09/2024,1.8,6.6, ,0.3,-5.4,100,29,10.23,14.76
MOUNT BULLER,17/09/2024,1.6,1.8, ,4.7,-2.6,100,67,6.32,19.32
MOUNT BULLER,18/09/2024,2.2,0.2, ,5.4,-1.4,90,48,10.00,19.57
MOUNT BULLER,19/09/2024,0.8,1.4, ,0.8,-0.9,100,77,6.29,7.32
MOUNT BULLER,20/09/2024,0.4,1.8, ,1.3,-3.1,100,100,7.62,6.62
MOUNT BULLER,21/09/2024,0.5,20.2, ,1.6,-2.1,100,100,7.00,8.52
MOUNT BULLER,22/09/2024,0.6,20.6, ,3.4,-1.1,100,100,7.14,8.57
MOUNT BULLER,23/09/2024,1.3,0.8, ,7.6,0.4,100,87,9.59,19.19
MOUNT BULLER,24/09/2024,2.5,0.0, ,11.8,2.8,100,54,9.04,16.74
MOUNT BULLER,25/09/2024,1.3,1.2, ,4.7,3.5,100,64,7.31,7.01
MOUNT BULLER,26/09/2024,2.2,4.2, ,5.5,-4.6,100,46,9.37,21.09
MOUNT BULLER,27/09/2024,2.7,0.0, ,10.0,-3.1,92,27,2.29,21.29
MOUNT BULLER,28/09/2024,3.5,0.0, ,12.0,2.5,100,29,6.98,21.47
MOUNT BULLER,29/09/2024,0.5,0.0, ,5.6,2.1,100,99,10.91,7.48
MOUNT BULLER,30/09/2024,1.9,10.0, ,7.0,-0.5,100,73,4.04,19.40
Totals:,,47.1,143, ,,,,,, 
