'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for April 2025,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 May 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/04/2025,3.1,0.2, ,19.3,14.0,91,57,7.53,12.77
CAPE OTWAY LIGHTHOUSE,02/04/2025,3.2,0.0, ,19.5,15.5,84,63,5.94,16.69
CAPE OTWAY LIGHTHOUSE,03/04/2025,2.4,0.4, ,17.3,12.1,93,55,5.73,6.94
CAPE OTWAY LIGHTHOUSE,04/04/2025,2.5,0.6, ,16.2,13.6,94,56,7.36,8.71
CAPE OTWAY LIGHTHOUSE,05/04/2025,3.2,7.8, ,15.2,12.1,80,50,9.61,9.01
CAPE OTWAY LIGHTHOUSE,06/04/2025,2.9,0.0, ,18.0,11.7,90,60,9.56,11.98
CAPE OTWAY LIGHTHOUSE,07/04/2025,2.4,0.8, ,15.9,11.9,88,62,8.10,8.54
CAPE OTWAY LIGHTHOUSE,08/04/2025,1.8,1.0, ,16.4,10.7,93,70,3.84,10.31
CAPE OTWAY LIGHTHOUSE,09/04/2025,2.3,0.2, ,19.3,9.3,92,59,3.43,12.81
CAPE OTWAY LIGHTHOUSE,10/04/2025,3.9,0.2, ,26.4,13.7,88,38,4.04,14.47
CAPE OTWAY LIGHTHOUSE,11/04/2025,2.2,0.0, ,19.3,15.1,90,65,3.73,10.89
CAPE OTWAY LIGHTHOUSE,12/04/2025,4.0,0.0, ,26.9,13.6,86,45,4.53,14.89
CAPE OTWAY LIGHTHOUSE,13/04/2025,5.9,0.0, ,31.5,17.0,92,25,5.92,13.23
CAPE OTWAY LIGHTHOUSE,14/04/2025,1.8,0.2, ,17.6,15.8,93,77,5.96,8.32
CAPE OTWAY LIGHTHOUSE,15/04/2025,2.6,0.2, ,19.9,15.6,89,73,7.57,14.38
CAPE OTWAY LIGHTHOUSE,16/04/2025,3.3,0.0, ,25.3,16.2,87,44,3.85,11.50
CAPE OTWAY LIGHTHOUSE,17/04/2025,3.2,0.0, ,26.3,16.9,94,40,3.23,12.59
CAPE OTWAY LIGHTHOUSE,18/04/2025,1.7,0.0, ,18.9,16.0,96,80,4.19,11.39
CAPE OTWAY LIGHTHOUSE,19/04/2025,2.4,0.0, ,22.2,13.8,94,49,4.41,3.16
CAPE OTWAY LIGHTHOUSE,20/04/2025,3.5,0.2, ,23.1,15.5,77,39,4.04,13.24
CAPE OTWAY LIGHTHOUSE,21/04/2025,1.8,0.0, ,17.5,14.3,93,69,4.71,8.49
CAPE OTWAY LIGHTHOUSE,22/04/2025,1.5,0.6, ,16.8,12.9,94,69,4.25,4.84
CAPE OTWAY LIGHTHOUSE,23/04/2025,2.2,0.0, ,21.5,14.6,90,76,7.00,10.65
CAPE OTWAY LIGHTHOUSE,24/04/2025,3.6,0.2, ,27.2,14.4,91,44,4.75,9.91
CAPE OTWAY LIGHTHOUSE,25/04/2025,1.4,0.4, ,19.9,13.9,93,69,2.29,5.64
CAPE OTWAY LIGHTHOUSE,26/04/2025,1.5,0.2, ,19.7,14.4,93,77,2.43,8.80
CAPE OTWAY LIGHTHOUSE,27/04/2025,1.7,0.0, ,16.4,14.0,90,66,3.41,8.75
CAPE OTWAY LIGHTHOUSE,28/04/2025,1.3,0.2, ,16.5,10.9,94,75,3.27,7.96
CAPE OTWAY LIGHTHOUSE,29/04/2025,1.9,0.8, ,16.9,13.7,87,61,3.77,8.93
CAPE OTWAY LIGHTHOUSE,30/04/2025,1.4,3.4, ,15.7,12.3,94,67,3.22,6.68
Totals:,,76.6,17.6, ,,,,,, 
