'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT HOTHAM Victoria for April 2025,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 May 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT HOTHAM,01/04/2025,2.4,1.6, ,8.2,1.6,100,36,7.42,15.44
MOUNT HOTHAM,02/04/2025,2.1,0.0, ,10.5,1.1,85,52,1.93,17.30
MOUNT HOTHAM,03/04/2025,1.6,0.0, ,10.1,4.8,100,63,3.50,10.89
MOUNT HOTHAM,04/04/2025,1.8,0.0, ,10.2,2.6,100,68,4.61,16.19
MOUNT HOTHAM,05/04/2025,1.9,0.0, ,8.5,0.2,100,54,4.02,15.44
MOUNT HOTHAM,06/04/2025,1.6,0.0, ,3.2,-0.6,100,42,9.96,6.35
MOUNT HOTHAM,07/04/2025,1.8,2.4, ,8.7,0.2,100,60,4.76,15.81
MOUNT HOTHAM,08/04/2025,2.1,0.0, ,11.5,1.2,84,45,1.96,16.37
MOUNT HOTHAM,09/04/2025,2.5,0.0, ,11.0,5.5,85,59,10.92,16.14
MOUNT HOTHAM,10/04/2025,3.1,0.0, ,11.6,6.3,73,44,7.99,14.49
MOUNT HOTHAM,11/04/2025,2.3,0.0, ,14.9,6.4,76,59,2.53,15.47
MOUNT HOTHAM,12/04/2025,2.2,0.0, ,14.8,8.8,72,59,1.62,15.41
MOUNT HOTHAM,13/04/2025,2.1,0.0, ,14.5,8.6,79,61,1.80,15.03
MOUNT HOTHAM,14/04/2025,1.7,0.0, ,13.1,9.0,100,55,2.35,10.57
MOUNT HOTHAM,15/04/2025,1.8,0.6, ,13.7,4.8,100,66,2.27,13.92
MOUNT HOTHAM,16/04/2025,2.1,0.0, ,13.4,6.1,96,53,2.89,14.77
MOUNT HOTHAM,17/04/2025,3.5,0.0, ,14.2,6.9,81,8,4.94,14.11
MOUNT HOTHAM,18/04/2025,1.9,0.0, ,14.1,8.7,88,63,1.75,14.24
MOUNT HOTHAM,19/04/2025,2.9,0.0, ,13.4,8.6,77,49,8.88,10.63
MOUNT HOTHAM,20/04/2025,2.4,0.0, ,12.6,8.3,100,49,11.08,11.18
MOUNT HOTHAM,21/04/2025,1.0,13.6, ,6.0,1.5,100,77,7.25,8.28
MOUNT HOTHAM,22/04/2025,0.3,8.0, ,6.7,3.6,100,100,13.85,3.96
MOUNT HOTHAM,23/04/2025,1.2,3.8, ,10.4,5.0,100,81,3.67,11.03
MOUNT HOTHAM,24/04/2025,1.4,0.0, ,10.8,6.4,100,75,8.39,11.67
MOUNT HOTHAM,25/04/2025,1.3,0.0, ,10.9,7.0,99,78,8.06,9.49
MOUNT HOTHAM,26/04/2025,1.3,0.0, ,11.4,6.9,100,73,3.96,8.99
MOUNT HOTHAM,27/04/2025,1.2,0.2, ,10.8,5.9,100,81,0.28,11.04
MOUNT HOTHAM,28/04/2025,0.8,0.4, ,8.0,5.3,100,93,2.79,8.72
MOUNT HOTHAM,29/04/2025,0.9,1.0, ,7.6,3.3,100,84,4.32,9.41
MOUNT HOTHAM,30/04/2025,0.4,3.0, ,3.6,-0.7,100,100,7.86,8.47
Totals:,,53.6,34.6, ,,,,,, 
