'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CASTERTON Victoria for December 2024,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 January 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2024 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CASTERTON,01/12/2024,2.8,16.0, ,20.6,15.0,97,75,5.00,14.86
CASTERTON,02/12/2024,6.9,0.0, ,31.3,7.9,98,24,3.59,27.59
CASTERTON,03/12/2024,4.2,4.2, ,21.1,17.4,97,46,4.88,18.72
CASTERTON,04/12/2024,5.7,0.2, ,26.1,4.8,98,32,2.35,31.60
CASTERTON,05/12/2024,8.0,0.0, ,35.1,10.6,92,17,3.06,31.37
CASTERTON,06/12/2024,3.7,0.0, ,27.6,15.5,89,55,3.21,13.30
CASTERTON,07/12/2024,3.1,10.4, ,21.2,17.1,97,61,4.55,12.71
CASTERTON,08/12/2024,5.1,0.0, ,20.7,10.0,93,42,3.88,29.95
CASTERTON,09/12/2024,4.5,0.0, ,22.6,7.5,96,47,2.32,26.53
CASTERTON,10/12/2024,4.2,0.0, ,21.7,6.3,97,50,2.88,24.84
CASTERTON,11/12/2024,5.4,0.0, ,22.4,7.6,97,38,4.38,30.05
CASTERTON,12/12/2024,5.1,0.0, ,24.6,13.6,96,54,4.80,26.24
CASTERTON,13/12/2024,5.3,0.4, ,23.0,13.6,97,46,3.60,29.30
CASTERTON,14/12/2024,5.1,0.0, ,26.3,6.9,98,33,2.77,23.76
CASTERTON,15/12/2024,7.9,0.0, ,34.8,10.6,91,24,3.21,31.84
CASTERTON,16/12/2024,11.5,0.0, ,39.6,18.9,85,19,6.80,29.91
CASTERTON,17/12/2024,5.6,0.0, ,22.4,11.4,88,41,6.03,27.23
CASTERTON,18/12/2024,5.6,0.0, ,24.4,4.7,98,37,3.32,31.26
CASTERTON,19/12/2024,7.7,0.0, ,31.0,9.8,92,19,3.98,31.00
CASTERTON,20/12/2024,7.8,0.0, ,30.2,10.5,86,26,4.94,31.10
CASTERTON,21/12/2024,5.5,0.0, ,22.4,10.1,90,40,4.50,29.83
CASTERTON,22/12/2024,4.4,0.0, ,21.6,5.2,96,43,4.32,22.46
CASTERTON,23/12/2024,4.2,2.2, ,19.3,7.2,92,43,5.10,21.48
CASTERTON,24/12/2024,3.6,0.2, ,22.1,10.7,92,56,2.94,17.96
CASTERTON,25/12/2024,8.8,0.0, ,35.3,10.5,97,16,4.01,31.21
CASTERTON,26/12/2024,7.8,0.0, ,32.8,17.5,83,15,6.74,10.57
CASTERTON,27/12/2024,5.1,0.2, ,21.2,11.6,93,35,5.83,22.71
CASTERTON,28/12/2024,4.5,0.0, ,21.9,9.4,93,42,5.22,18.95
CASTERTON,29/12/2024,3.8,1.8, ,22.4,7.7,96,52,3.56,18.60
CASTERTON,30/12/2024,5.0,0.0, ,26.4,8.1,98,47,2.94,25.55
CASTERTON,31/12/2024,5.6,0.0, ,26.7,9.6,98,38,2.76,28.90
Totals:,,173.5,35.6, ,,,,,, 
