'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SHE OAKS Victoria for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SHE OAKS,01/01/2025,5.3,0.0, ,23.3,10.9,95,38,3.19,28.18
SHE OAKS,02/01/2025,5.0,0.0, ,20.5,6.0,93,36,3.04,30.56
SHE OAKS,03/01/2025,6.6,0.0, ,28.3,10.1,82,34,3.29,31.73
SHE OAKS,04/01/2025,7.9,0.0, ,36.9,13.2,77,8,3.24,22.96
SHE OAKS,05/01/2025,9.3,0.0, ,39.0,22.0,35,9,4.20,19.23
SHE OAKS,06/01/2025,2.5,10.4, ,16.6,14.0,100,35,3.17,7.29
SHE OAKS,07/01/2025,4.1,9.6, ,22.2,8.9,95,53,4.13,21.10
SHE OAKS,08/01/2025,6.2,0.0, ,28.9,9.7,99,33,3.16,28.91
SHE OAKS,09/01/2025,6.2,0.0, ,30.0,17.0,58,25,3.00,21.69
SHE OAKS,10/01/2025,6.4,0.0, ,29.5,16.5,95,26,2.30,30.39
SHE OAKS,11/01/2025,6.7,0.0, ,33.8,15.1,100,18,2.48,26.22
SHE OAKS,12/01/2025,2.2,0.0, ,23.9,16.3,100,62,2.08,7.88
SHE OAKS,13/01/2025,5.1,8.2, ,26.4,15.9,100,52,2.95,25.75
SHE OAKS,14/01/2025,6.1,0.0, ,26.8,16.2,90,45,3.51,30.50
SHE OAKS,15/01/2025,3.8,0.0, ,23.8,16.4,91,44,4.57,11.22
SHE OAKS,16/01/2025,3.8,0.0, ,21.5,7.9,84,41,3.02,16.73
SHE OAKS,17/01/2025, ,0.4, ,21.8,12.5, , , ,28.54
SHE OAKS,18/01/2025, ,0.0, ,28.2,13.4, , , ,30.43
SHE OAKS,19/01/2025,6.8,0.0, ,34.4,10.9,97,15,2.42,26.98
SHE OAKS,20/01/2025,6.0,0.0, ,32.1,15.9,61,28,2.83,20.12
SHE OAKS,21/01/2025,6.7,0.0, ,32.2,13.9,84,33,2.80,29.56
SHE OAKS,22/01/2025, ,0.0, , ,14.4,89,46,4.07,20.06
SHE OAKS,23/01/2025, , , ,18.8, ,75,59,2.25,10.33
SHE OAKS,24/01/2025,5.1,0.0, ,24.4,10.7,80,33,2.99,24.28
SHE OAKS,25/01/2025,5.4,0.0, ,27.1,10.9,89,32,2.50,25.61
SHE OAKS,26/01/2025,4.8,0.0, ,28.0,14.6,91,47,2.79,21.63
SHE OAKS,27/01/2025,10.3,0.4, ,40.0,13.4,87,13,5.66,21.49
SHE OAKS,28/01/2025,5.6,0.2, ,24.5,14.5,93,31,4.07,26.05
SHE OAKS,29/01/2025,5.1,0.0, ,21.6,9.3,79,36,3.10,28.38
SHE OAKS,30/01/2025,4.9,0.0, ,22.3,9.6,78,37,2.58,26.55
SHE OAKS,31/01/2025,5.2,0.0, ,24.3,7.4,91,40,3.08,28.87
Totals:,,153.1,29.2, ,,,,,, 
