'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for POINT COOK RAAF Victoria for September 2024,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 October 2024,,,,,,,,,,
© Copyright Commonwealth of Australia 2024 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
POINT COOK RAAF,01/09/2024,4.9,0.0, ,20.4,13.1,67,45,10.50,15.46
POINT COOK RAAF,02/09/2024,3.2,4.2, ,13.3,8.2,86,45,11.31,14.01
POINT COOK RAAF,03/09/2024,2.2,2.4, ,15.9,5.7,89,50,2.95,12.88
POINT COOK RAAF,04/09/2024,4.1,0.2, ,20.2,7.9,81,40,7.28,14.76
POINT COOK RAAF,05/09/2024,4.1,0.2, ,23.0,12.7,82,35,6.81,4.09
POINT COOK RAAF,06/09/2024,4.1,0.8, ,23.7,13.6,88,30,6.00,5.12
POINT COOK RAAF,07/09/2024,3.4,0.4, ,20.0,6.3,92,33,3.73,16.14
POINT COOK RAAF,08/09/2024,3.3,0.2, ,19.4,8.1,88,48,6.98,10.66
POINT COOK RAAF,09/09/2024,2.8,3.4, ,17.1,9.2,83,50,4.84,12.12
POINT COOK RAAF,10/09/2024,2.7,0.0, ,19.3,5.3,89,52,2.74,17.30
POINT COOK RAAF,11/09/2024,2.5,0.0, ,18.5,8.1,91,59,4.85,11.08
POINT COOK RAAF,12/09/2024,3.1,0.0, ,15.0,10.3,79,52,5.85,16.80
POINT COOK RAAF,13/09/2024,2.3,0.0, ,17.1,7.9,87,57,3.97,10.54
POINT COOK RAAF,14/09/2024,2.2,2.8, ,12.0,8.8,93,59,7.65,11.35
POINT COOK RAAF,15/09/2024,3.2,4.0, ,13.6,7.0,73,49,7.31,16.58
POINT COOK RAAF,16/09/2024,2.5,0.0, ,15.8,6.0,92,62,5.67,15.43
POINT COOK RAAF,17/09/2024,2.8,0.0, ,15.8,7.8,91,45,3.67,15.80
POINT COOK RAAF,18/09/2024,4.8,0.0, ,20.7,3.7,83,29,6.67,18.48
POINT COOK RAAF,19/09/2024,3.1,0.4, ,16.4,9.7,92,44,6.46,13.09
POINT COOK RAAF,20/09/2024,3.1,0.6, ,17.9,7.5,89,47,6.21,10.62
POINT COOK RAAF,21/09/2024,3.1,8.0, ,17.4,9.0,83,49,5.50,12.01
POINT COOK RAAF,22/09/2024,4.0,0.4, ,20.4,9.9,79,42,5.52,17.00
POINT COOK RAAF,23/09/2024,2.4,0.0, ,18.7,9.8,94,51,3.66,8.63
POINT COOK RAAF,24/09/2024,3.6,0.0, ,25.1,10.0,96,34,2.63,14.85
POINT COOK RAAF,25/09/2024,1.9,3.2, ,13.2,12.2,93,59,4.84,5.96
POINT COOK RAAF,26/09/2024,3.5,3.4, ,14.3,9.8,69,50,7.13,15.10
POINT COOK RAAF,27/09/2024,2.8,0.0, ,15.4,5.8,91,54,2.85,20.87
POINT COOK RAAF,28/09/2024,4.7,0.0, ,22.2,4.0,94,35,5.92,20.55
POINT COOK RAAF,29/09/2024,2.7,0.0, ,19.2,14.9,92,51,5.86,5.63
POINT COOK RAAF,30/09/2024,3.3,7.6, ,20.1,6.4,93,44,3.27,17.92
Totals:,,96.4,42.2, ,,,,,, 
