'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT MOORNAPA Victoria for March 2025,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 April 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT MOORNAPA,01/03/2025,2.7,0.0, ,22.7,14.0,100,71,1.10,15.56
MOUNT MOORNAPA,02/03/2025,1.4,0.0, ,18.6,14.4,99,76,0.96,6.25
MOUNT MOORNAPA,03/03/2025,2.0,0.0, ,18.4,11.9,98,74,1.18,11.02
MOUNT MOORNAPA,04/03/2025,3.9,0.0, ,25.5,12.0,98,54,1.33,23.11
MOUNT MOORNAPA,05/03/2025,5.1,0.0, ,30.8,14.9,86,34,2.38,22.98
MOUNT MOORNAPA,06/03/2025,3.5,0.0, ,25.3,14.8,100,56,1.60,19.41
MOUNT MOORNAPA,07/03/2025,3.8,0.0, ,24.6,14.5,100,57,1.60,22.42
MOUNT MOORNAPA,08/03/2025,4.0,0.0, ,26.5,14.9,96,48,1.44,22.28
MOUNT MOORNAPA,09/03/2025,5.0,0.0, ,31.0,16.6,73,33,2.19,21.39
MOUNT MOORNAPA,10/03/2025,3.8,12.0, ,28.2,16.5,100,47,2.27,17.16
MOUNT MOORNAPA,11/03/2025,1.5, , ,19.7,16.8,100,70,1.44,5.72
MOUNT MOORNAPA,12/03/2025,3.9,3.0, ,28.0,16.0,100,54,2.26,19.66
MOUNT MOORNAPA,13/03/2025, , , ,20.4, ,100,83,1.37,8.33
MOUNT MOORNAPA,14/03/2025,3.2,0.0, ,25.6,15.0,100,54,1.22,17.75
MOUNT MOORNAPA,15/03/2025,4.2,0.2, ,30.5,15.2,84,28,2.14,15.48
MOUNT MOORNAPA,16/03/2025,2.6,0.0, ,23.0,19.0,100,28,3.04,3.96
MOUNT MOORNAPA,17/03/2025,2.6,23.4, ,16.5,7.3,88,50,2.35,15.73
MOUNT MOORNAPA,18/03/2025,2.9,0.0, ,19.8,8.0,93,59,1.45,20.26
MOUNT MOORNAPA,19/03/2025,3.2,0.0, ,26.0,9.2,93,58,1.73,17.82
MOUNT MOORNAPA,20/03/2025,2.7,0.0, ,24.7,15.0,100,47,3.89,6.11
MOUNT MOORNAPA,21/03/2025,0.9,22.0, ,14.0,12.3,100,100,1.14,4.97
MOUNT MOORNAPA,22/03/2025,2.6,2.8, ,19.3,11.4,100,58,0.97,17.86
MOUNT MOORNAPA,23/03/2025,2.1,0.2, ,19.9,11.1,100,77,1.26,13.48
MOUNT MOORNAPA,24/03/2025,0.9,0.0, ,17.2,11.6,100,92,0.80,4.17
MOUNT MOORNAPA,25/03/2025,1.1,0.2, ,16.8,12.4,100,93,0.63,5.52
MOUNT MOORNAPA,26/03/2025,1.0,0.4, ,16.3,13.9,100,96,0.44,5.21
MOUNT MOORNAPA,27/03/2025,1.0,0.4, ,15.8,12.2,100,97,1.14,5.76
MOUNT MOORNAPA,28/03/2025,2.5,0.0, ,24.0,12.7,100,75,1.33,16.02
MOUNT MOORNAPA,29/03/2025,1.7,0.2, ,20.6,15.5,100,66,2.62,6.65
MOUNT MOORNAPA,30/03/2025,0.6,23.2, ,13.5,12.6,100,100,3.81,3.61
MOUNT MOORNAPA,31/03/2025,1.2,37.2, ,14.2,11.0,100,91,2.62,8.22
Totals:,,77.6,125.2, ,,,,,, 
