'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for HOPETOUN AIRPORT Victoria for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
HOPETOUN AIRPORT,01/01/2025,9.3,0.0, ,31.5,12.9,82,16,6.25,31.70
HOPETOUN AIRPORT,02/01/2025,8.7,0.0, ,29.9,11.6,75,15,5.44,31.57
HOPETOUN AIRPORT,03/01/2025,7.8,0.0, ,33.9,10.9,63,11,2.68,31.52
HOPETOUN AIRPORT,04/01/2025,10.4,0.0, ,40.8,14.4,33,6,4.20,23.68
HOPETOUN AIRPORT,05/01/2025,11.7,0.0, ,41.1,24.0,37,9,6.38,15.14
HOPETOUN AIRPORT,06/01/2025,3.6,1.8, ,22.6,16.9,100,40,5.43,9.28
HOPETOUN AIRPORT,07/01/2025,8.4,0.6, ,31.0,9.2,86,21,5.28,31.77
HOPETOUN AIRPORT,08/01/2025,9.3,0.0, ,34.3,15.6,76,17,4.92,31.12
HOPETOUN AIRPORT,09/01/2025,7.0,0.0, ,33.0,20.5,64,24,5.19,12.60
HOPETOUN AIRPORT,10/01/2025,8.2,1.8, ,36.8,16.3,71,12,3.06,28.04
HOPETOUN AIRPORT,11/01/2025,8.7,0.0, ,38.3,18.5,54,11,3.12,28.06
HOPETOUN AIRPORT,12/01/2025,9.3,0.0, ,38.2,22.4,49,17,5.00,19.35
HOPETOUN AIRPORT,13/01/2025,9.3,0.0, ,38.4,18.8,74,16,4.07,28.87
HOPETOUN AIRPORT,14/01/2025,9.9,0.0, ,40.5,19.5,62,13,3.74,31.01
HOPETOUN AIRPORT,15/01/2025,9.0,0.0, ,28.9,21.4,58,20,8.11,21.05
HOPETOUN AIRPORT,16/01/2025,7.5,0.0, ,27.5,10.0,73,29,5.87,30.55
HOPETOUN AIRPORT,17/01/2025, ,0.0, ,32.6,12.9, , , ,30.60
HOPETOUN AIRPORT,18/01/2025, ,0.0, ,34.3,15.2, , , ,30.45
HOPETOUN AIRPORT,19/01/2025,8.2,0.0, ,37.6,17.0,44,16,2.84,27.90
HOPETOUN AIRPORT,20/01/2025,9.0,0.0, ,39.6,19.1,40,11,3.53,23.68
HOPETOUN AIRPORT,21/01/2025,10.7,0.0, ,39.1,17.7,66,12,5.06,29.89
HOPETOUN AIRPORT,22/01/2025, ,0.0, , ,16.1,73,22,6.86,28.25
HOPETOUN AIRPORT,23/01/2025, , , , , ,66,25,4.84,13.85
HOPETOUN AIRPORT,24/01/2025, , , ,29.8, ,81,21,4.81,29.73
HOPETOUN AIRPORT,25/01/2025,7.4,0.0, ,32.4,14.1,73,18,3.65,26.08
HOPETOUN AIRPORT,26/01/2025,7.6,0.0, ,34.4,16.1,71,19,3.17,27.42
HOPETOUN AIRPORT,27/01/2025,14.2,0.0, ,44.0,19.7,61,8,7.22,27.16
HOPETOUN AIRPORT,28/01/2025,8.9,0.0, ,30.1,15.4,71,18,6.66,28.82
HOPETOUN AIRPORT,29/01/2025, ,0.0, , ,12.2,100,15,5.27,28.82
HOPETOUN AIRPORT,30/01/2025, , , ,29.1, ,68,18,5.63,27.92
HOPETOUN AIRPORT,31/01/2025,9.0,0.0, ,33.1,13.1,71,12,5.11,28.57
Totals:,,213.1,4.2, ,,,,,, 
