'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOORABBIN AIRPORT Victoria for February 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 March 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOORABBIN AIRPORT,01/02/2025,7.4,0.0, ,35.6,13.2,87,30,3.38,27.95
MOORABBIN AIRPORT,02/02/2025,10.1,0.0, ,40.2,17.4,90,22,5.97,24.64
MOORABBIN AIRPORT,03/02/2025,7.0,10.8, ,37.9,21.6,83,18,4.27,12.50
MOORABBIN AIRPORT,04/02/2025,8.3, , ,36.8,22.2,78,22,5.39,19.30
MOORABBIN AIRPORT,05/02/2025, ,0.0, , ,16.7,79,51,6.15,27.31
MOORABBIN AIRPORT,06/02/2025, , , ,32.2, ,92,39,3.17,27.79
MOORABBIN AIRPORT,07/02/2025,2.9,0.0, ,23.3,19.5,96,63,4.59,10.29
MOORABBIN AIRPORT,08/02/2025,4.2,0.0, ,23.0,15.4,77,55,6.91,11.90
MOORABBIN AIRPORT,09/02/2025,6.9,0.0, ,27.3,16.7,83,49,12.23,25.45
MOORABBIN AIRPORT,10/02/2025,6.4,0.0, ,27.0,18.2,83,48,9.14,23.45
MOORABBIN AIRPORT,11/02/2025,7.8,0.0, ,32.8,18.6,86,35,5.97,26.94
MOORABBIN AIRPORT,12/02/2025,6.9,0.0, ,32.8,17.0,92,30,3.83,26.84
MOORABBIN AIRPORT,13/02/2025,8.7,0.0, ,36.5,22.6,82,26,7.48,15.58
MOORABBIN AIRPORT,14/02/2025,5.2,0.8, ,23.3,16.8,85,45,4.88,24.55
MOORABBIN AIRPORT,15/02/2025,3.9,2.6, ,17.8,14.2,82,43,7.57,10.74
MOORABBIN AIRPORT,16/02/2025,4.2,7.4, ,19.2,9.4,74,41,5.52,16.56
MOORABBIN AIRPORT,17/02/2025,4.7,0.0, ,21.3,9.1,79,44,3.91,25.87
MOORABBIN AIRPORT,18/02/2025,3.9,0.0, ,21.2,10.8,89,50,4.38,19.18
MOORABBIN AIRPORT,19/02/2025,4.1,0.4, ,19.9,13.7,81,51,5.61,18.93
MOORABBIN AIRPORT,20/02/2025,5.0,0.2, ,22.2,14.5,75,37,5.06,19.83
MOORABBIN AIRPORT,21/02/2025,6.1,0.0, ,31.5,8.9,86,28,3.25,24.18
MOORABBIN AIRPORT,22/02/2025,9.7,0.0, ,37.2,14.7,80,25,7.01,23.56
MOORABBIN AIRPORT,23/02/2025,8.0,0.0, ,31.6,26.7,81,30,7.85,21.19
MOORABBIN AIRPORT,24/02/2025,4.6,0.0, ,22.3,16.7,83,52,4.67,22.41
MOORABBIN AIRPORT,25/02/2025,5.5,0.0, ,28.3,13.4,88,40,4.01,24.12
MOORABBIN AIRPORT,26/02/2025,7.6,0.0, ,35.3,13.7,93,17,4.34,21.80
MOORABBIN AIRPORT,27/02/2025,4.2,0.0, ,25.3,15.3,87,57,3.52,20.92
MOORABBIN AIRPORT,28/02/2025,4.9,0.0, ,25.7,16.3,88,47,3.95,23.32
Totals:,,158.2,22.2, ,,,,,, 
