'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT BULLER Victoria for December 2024,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 January 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2024 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT BULLER,01/12/2024,2.8,31.4, ,12.8,8.6,100,68,9.13,20.92
MOUNT BULLER,02/12/2024,4.4,0.0, ,16.7,7.0,100,53,6.63,29.62
MOUNT BULLER,03/12/2024,2.8,18.0, ,15.1,10.5,100,59,10.21,12.52
MOUNT BULLER,04/12/2024,5.1,20.0, ,18.0,7.6,100,30,3.12,31.28
MOUNT BULLER,05/12/2024,5.8,0.0, ,20.3,12.9,74,43,6.51,28.00
MOUNT BULLER,06/12/2024,3.5,0.0, ,21.7,14.5,100,66,4.40,17.09
MOUNT BULLER,07/12/2024,1.2,25.0, ,15.5,12.6,100,100,7.22,9.44
MOUNT BULLER,08/12/2024,4.4,8.8, ,12.0,1.7,100,26,4.75,31.64
MOUNT BULLER,09/12/2024,3.9,0.0, ,12.5,3.7,95,8,3.54,20.15
MOUNT BULLER,10/12/2024,4.0,0.0, ,12.7,5.1,99,49,3.93,29.82
MOUNT BULLER,11/12/2024, ,0.0, , ,5.3,97,19,4.28,31.74
MOUNT BULLER,12/12/2024, , , ,16.0, ,98,52,5.03,31.84
MOUNT BULLER,13/12/2024,5.3,0.0, ,16.5,10.7,81,42,5.21,31.72
MOUNT BULLER,14/12/2024,5.7,0.0, ,16.8,9.2,59,9,4.24,26.91
MOUNT BULLER,15/12/2024,6.1,0.0, ,21.0,10.4,62,20,2.95,32.00
MOUNT BULLER,16/12/2024,7.6,0.0, ,23.8,15.2,60,42,10.13,30.59
MOUNT BULLER,17/12/2024,4.5,3.2, ,13.6,9.6,100,31,7.95,27.35
MOUNT BULLER,18/12/2024,5.7,2.4, ,15.2,0.2,100,6,7.44,32.06
MOUNT BULLER,19/12/2024,5.3,0.0, ,17.5,5.3,70,5,2.03,32.07
MOUNT BULLER,20/12/2024,5.6,0.0, ,19.4,10.1,72,37,2.92,31.84
MOUNT BULLER,21/12/2024,6.0,0.0, ,18.3,11.9,82,12,3.77,31.60
MOUNT BULLER,22/12/2024,4.8,0.0, ,15.0,8.0,100,32,4.40,30.90
MOUNT BULLER,23/12/2024,0.8,1.4, ,4.0,-1.2,100,100,8.00,11.59
MOUNT BULLER,24/12/2024,3.1,5.8, ,14.1,-0.5,100,72,7.56,29.43
MOUNT BULLER,25/12/2024,5.2,0.0, ,19.4,3.7,79,40,2.83,32.07
MOUNT BULLER,26/12/2024,8.3,0.0, ,22.5,13.4,61,23,11.41,30.33
MOUNT BULLER,27/12/2024,3.7,0.0, ,10.6,4.9,100,29,4.58,25.05
MOUNT BULLER,28/12/2024,3.1,0.0, ,11.3,2.9,100,63,4.81,24.96
MOUNT BULLER,29/12/2024,4.4,0.6, ,14.7,3.8,100,46,3.74,31.98
MOUNT BULLER,30/12/2024,4.3,0.0, ,17.5,7.6,92,56,3.45,27.55
MOUNT BULLER,31/12/2024,5.6,0.0, ,18.2,8.9,87,27,4.24,31.98
Totals:,,133,116.6, ,,,,,, 
