'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MELBOURNE AIRPORT Victoria for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MELBOURNE AIRPORT,01/01/2025,5.6,0.0,8.2,23.2,12.5,90,41,5.71,27.16
MELBOURNE AIRPORT,02/01/2025,6.3,0.0,8.4,21.4,13.7,75,39,7.31,30.57
MELBOURNE AIRPORT,03/01/2025,7.3,0.0,10.4,30.7,9.2,82,33,3.99,31.66
MELBOURNE AIRPORT,04/01/2025,10.9,0.0,10.0,38.7,14.7,80,9,5.76,26.05
MELBOURNE AIRPORT,05/01/2025,12.8,0.0,15.6,40.9,19.8,41,12,7.02,23.48
MELBOURNE AIRPORT,06/01/2025,3.1,3.2,15.8,16.8,16.4,96,27,5.41,5.07
MELBOURNE AIRPORT,07/01/2025,6.1,25.4,4.4,25.8,11.7,93,41,5.18,29.76
MELBOURNE AIRPORT,08/01/2025,7.1,0.2,7.4,30.3,11.6,90,31,4.12,29.66
MELBOURNE AIRPORT,09/01/2025,8.6,0.0,11.4,31.7,17.8,67,20,6.41,21.80
MELBOURNE AIRPORT,10/01/2025,7.4,0.0,9.0,30.3,17.5,85,25,3.95,29.85
MELBOURNE AIRPORT,11/01/2025,7.9,0.0,10.0,33.9,16.2,88,26,5.37,22.81
MELBOURNE AIRPORT,12/01/2025,3.9,0.0,10.2,28.7,19.4,94,48,4.99,8.49
MELBOURNE AIRPORT,13/01/2025,5.5,7.2,1.8,27.6,17.4,96,53,3.71,27.08
MELBOURNE AIRPORT,14/01/2025,6.1,0.0,6.2,27.2,17.8,86,49,3.75,29.66
MELBOURNE AIRPORT,15/01/2025,3.7,0.0,8.0,23.9,17.7,91,54,5.76,10.68
MELBOURNE AIRPORT,16/01/2025,5.2,4.0,0.8,22.0,10.1,82,42,6.16,23.72
MELBOURNE AIRPORT,17/01/2025,5.6,0.6,7.4,22.8,14.9,94,44,6.20,28.29
MELBOURNE AIRPORT,18/01/2025, ,0.2,7.2,30.3,13.0, , , ,30.82
MELBOURNE AIRPORT,19/01/2025,8.9,0.0,8.2,34.9,13.4,86,18,4.91,28.75
MELBOURNE AIRPORT,20/01/2025,8.5,0.0,11.8,35.9,16.5,69,21,4.57,24.35
MELBOURNE AIRPORT,21/01/2025,8.1,0.0,11.8,34.5,17.2,93,34,4.84,30.10
MELBOURNE AIRPORT,22/01/2025,5.3,0.0,8.0,22.6,16.3,82,44,8.14,18.78
MELBOURNE AIRPORT,23/01/2025,3.6,0.0,7.6,21.8,10.8,92,49,4.45,13.92
MELBOURNE AIRPORT,24/01/2025,5.7,0.8,4.8,23.2,10.9,83,39,5.55,26.93
MELBOURNE AIRPORT,25/01/2025,6.0,0.0,6.8,27.5,13.3,90,38,4.15,26.96
MELBOURNE AIRPORT,26/01/2025,5.6,0.0,7.8,27.8,15.6,89,49,4.21,25.67
MELBOURNE AIRPORT,27/01/2025,12.7,0.0,7.8,41.5,14.5,85,15,8.02,22.62
MELBOURNE AIRPORT,28/01/2025,5.7,0.8,14.4,23.7,15.8,95,40,6.95,25.32
MELBOURNE AIRPORT,29/01/2025,6.1,0.0,9.4,21.8,14.7,64,41,6.26,27.26
MELBOURNE AIRPORT,30/01/2025,5.8,0.0,8.8,22.4,14.1,66,40,5.92,23.98
MELBOURNE AIRPORT,31/01/2025,5.9,0.0,7.2,24.3,12.7,78,44,5.39,28.66
Totals:,,201,42.4,266.6,,,,,, 
